,index,type,geometry,properties.location_state,properties.estab_type,properties.zip_code,properties.city,properties.location_zip,properties.operation_type,properties.state,properties.location_address,properties.address_line_3,properties.location_city,properties.street_name,properties.dba_name,properties.county,properties.entity_name,properties.square_footage,properties.address_line_2,properties.street_number,properties.license_number,geometry.type,geometry.coordinates,address,_location,_latitude,_longitude,_status,_bin,_bbl
224,5932,Feature,,NY,"JAC   ",11416,"OZONE PARK        ",11416,Store,NY,107 18 101ST AVENUE,"               ",OZONE PARK,"101ST AVENUE              ","MALA & SONS GROCERY    ",Queens,"MALA & SONS GROCERY CORP         ",0,"             ",107-18,734181,,,107 18 101ST AVENUE 107 18 101ST AVENUE,"107-18 101 AVENUE, Queens, New York, NY, USA",40.687088,-73.83534,Unchecked,4198580,4094250008
225,5939,Feature,,NY,"A     ",11374,"REGO PARK         ",11374,Store,NY,95 25 QUEENS BLVD,"               ",REGO PARK,"QUEENS BLVD (LOBBY)        ","QUEENS LOBBY NEWSTAND  ",Queens,"QUEENS LOBBY NEWSTAND INC        ",200,"             ",95-25,707363,,,95 25 QUEENS BLVD 95 25 QUEENS BLVD,"95-25 QUEENS BOULEVARD, Queens, New York, NY, USA",40.73133,-73.863596,Unchecked,4050410,4020790001
226,5945,Feature,,NY,"A     ",11414,"HOWARD BEACH      ",11414,Store,NY,135 25 79TH ST,"               ",HOWARD BEACH,"79TH ST                   ","DOLLAR TREE #04928     ",Queens,"DOLLAR TREE STORES INC           ",2000,"             ",135-25,729560,,,135 25 79TH ST 135 25 79TH ST,"135-25 79 STREET, Queens, New York, NY, USA",40.671247,-73.855879,Unchecked,4541180,4113770001
227,5949,Feature,,NY,"JAC   ",11691,"FAR ROCKAWAY      ",11691,Store,NY,19 13 MOTT AVE,"               ",FAR ROCKAWAY,"MOTT AVE                   ",AFRICAN CARIBBEAN CENTR,Queens,"BONSU AKUA                       ",1000,"             ",19-13,638293,,,19 13 MOTT AVE 19 13 MOTT AVE,"19-13 MOTT AVENUE, Queens, New York, NY, USA",40.603644,-73.752158,Unchecked,4298264,4155610034
228,5952,Feature,,NY,"JAC   ",11379,"MIDDLE VILLAGE    ",11379,Store,NY,73 21 METROPOLITAN AVE,"               ",MIDDLE VILLAGE,"METROPOLITAN AVE           ","74TH ST GOURMET DELI   ",Queens,"74TH ST GOURMET DELI THREE CORP  ",1000,"             ",73-21,734075,,,73 21 METROPOLITAN AVE 73 21 METROPOLITAN AVE,"73-21 METROPOLITAN AVENUE, Queens, New York, NY, USA",40.713065,-73.878636,Unchecked,4071500,4030580070
229,5953,Feature,,NY,"A     ",11385,"GLENDALE          ",11385,Store,NY,68 02 MYRTLE AVE,"               ",GLENDALE,"MYRTLE AVE             ","CVS/PHARMACY #1107     ",Queens,"CVS ALBANY LLC                   ",10000,"             ",68-02,637826,,,68 02 MYRTLE AVE 68 02 MYRTLE AVE,?,?,?,Failed,?,?
230,5960,Feature,,NY,"A     ",11105,"ASTORIA           ",11105,Store,NY,43 02 DITMARS BLVD,"               ",ASTORIA,"DITMARS BLVD               ","RITE AID 10567         ",Queens,"GENOVESE DRUG STORES INC         ",15000,"             ",43-02,636658,,,43 02 DITMARS BLVD 43 02 DITMARS BLVD,?,?,?,Failed,?,?
231,5961,Feature,,NY,"A     ",11385,"GLENDALE          ",11385,Store,NY,80 07 CYPRESS AVE,"               ",GLENDALE,"CYPRESS AVE                ","HESS #32511            ",Queens,"HESS MART INC                    ",0,"             ",80-07,638054,,,80 07 CYPRESS AVE 80 07 CYPRESS AVE,?,?,?,Failed,?,?
232,5963,Feature,,NY,"JAC   ",11361,"BAYSIDE           ",11361,Store,NY,204 12 NORTHERN BLVD,"               ",BAYSIDE,"NORTHERN BLVD             ","BAYSIDE SERVICES       ",Queens,"BAYSIDE SERVICES INC             ",200,"             ",204-12,717544,,,204 12 NORTHERN BLVD 204 12 NORTHERN BLVD,"204-12 NORTHERN BOULEVARD, Queens, New York, NY, USA",40.757535,-73.778359,Unchecked,4156611,4073010011
233,5965,Feature,,NY,"JAC   ",11417,"OZONE PARK        ",11417,Store,NY,135 45 CROSSBAY BLVD,"               ",OZONE PARK,"CROSSBAY BLVD         ","KINGS CROSSBAY SUNOCO  ",Queens,"BOLLA OPERATING CORP             ",2000,"             ",135-45,710073,,,135 45 CROSSBAY BLVD 135 45 CROSSBAY BLVD,"135-45 CROSSBAY BOULEVARD, Queens, New York, NY, USA",40.672789,-73.842832,Unchecked,4248405,4115120027
234,5969,Feature,,NY,"JAC   ",11105,"ASTORIA           ",11105,Store,NY,23 18 31ST ST,"               ",ASTORIA,"31ST ST                    ","MEDITERRANEAN FOODS    ",Queens,"MEDITERRANEAN FOODS II INC       ",2200,"             ",23-18,635435,,,23 18 31ST ST 23 18 31ST ST,"23-18 31 STREET, Queens, New York, NY, USA",40.774178,-73.913867,Unchecked,4017507,4008420077
235,5970,Feature,,NY,"JAC   ",11101,"LONG ISLAND CITY  ",11101,Store,NY,35 15 GREENPOINT AVE,"               ",LONG ISLAND CITY,"GREENPOINT AVE         ","MOBIL MART             ",Queens,"GREENPOINT EXPRESSWAY INC        ",700,"             ",35-15,738559,,,35 15 GREENPOINT AVE 35 15 GREENPOINT AVE,"35-15 GREENPOINT AVENUE, Queens, New York, NY, USA",40.737675,-73.930797,Unchecked,4003368,4002350026
236,5981,Feature,,NY,"JAC   ",11385,"RIDGEWOOD         ",11385,Store,NY,66 03 MYRTLE AVENUE,"               ",RIDGEWOOD,"MYRTLE AVENUE              ",DI MARCOS BUTCHER SHOPP,Queens,"DI MARCOS BUTCHER SHOPPE LLC     ",1500,"             ",66-03,724477,,,66 03 MYRTLE AVENUE 66 03 MYRTLE AVENUE,?,?,?,Failed,?,?
237,5991,Feature,,NY,"JAC   ",11691,"FAR ROCKAWAY      ",11691,Store,NY,17 21 SEAGIRT BLVD,"               ",FAR ROCKAWAY,"SEAGIRT BLVD               ","PAKETERIA GROCERY      ",Queens,"PAKETERIA INC                    ",1200,"             ",17-21,637905,,,17 21 SEAGIRT BLVD 17 21 SEAGIRT BLVD,"17-21 SEAGIRT BOULEVARD, Queens, New York, NY, USA",40.594735,-73.751971,Unchecked,4436181,4156380001
238,5995,Feature,,NY,"A     ",11356,"COLLEGE POINT     ",11356,Store,NY,14 42 COLLEGE POINT BLVD,"               ",COLLEGE POINT,"COLLEGE POINT BLVD         ","VDK GROCERY            ",Queens,"BHAKTI 14 INC                    ",600,"             ",14-42,734477,,,14 42 COLLEGE POINT BLVD 14 42 COLLEGE POINT BLVD,"42-14 COLLEGE POINT BOULEVARD, Queens, New York, NY, USA",40.754187,-73.833363,Unchecked,4115021,4050650020
239,6000,Feature,,NY,"JAC   ",11416,"OZONE PARK        ",11416,Store,NY,94 02 75TH STREET,"               ",OZONE PARK,"75TH STREET                ","IMPERIAL DELI          ",Queens,"IMPERIAL DELI GROCERY INC        ",1000,"             ",94-02,730937,,,94 02 75TH STREET 94 02 75TH STREET,"25-94 75 STREET, Queens, New York, NY, USA",40.761384,-73.893816,Unchecked,4437060,4010500002
240,6002,Feature,,NY,"A     ",11432,"JAMAICA           ",11432,Store,NY,175 06 HILLSIDE AVE,"               ",JAMAICA,"HILLSIDE AVE              ","WALGREENS #11112       ",Queens,"WALGREEN EASTERN CO INC          ",4000,"             ",175-06,639743,,,175 06 HILLSIDE AVE 175 06 HILLSIDE AVE,?,?,?,Failed,?,?
241,6003,Feature,,NY,"JAC   ",11413,"SPRINGFIELD GRDNS ",11413,Store,NY,134 47 SPRINGFIELD BLVD,"               ",SPRINGFIELD GRDNS,"SPRINGFIELD BLVD          ","RONNIE RON DELI        ",Queens,"RONNIE RON DELI INC              ",1200,"             ",134-47,639797,,,134 47 SPRINGFIELD BLVD 134 47 SPRINGFIELD BLVD,"134-47 SPRINGFIELD BOULEVARD, Queens, New York, NY, USA",40.698652,-73.742313,Unchecked,4452078,4112980008
242,6006,Feature,,NY,"JAC   ",11419,SOUTH RICHMOND HIL,11419,Store,NY,124 02 LIBERTY AVE,"               ",SOUTH RICHMOND HIL,"LIBERTY AVE               ",J&B WEST INDIAN AMERICA,Queens,"J&B WEST INDIAN AMERICAN GROCERY ",2500,"             ",124-02,670216,,,124 02 LIBERTY AVE 124 02 LIBERTY AVE,?,?,?,Failed,?,?
243,6008,Feature,,NY,"A     ",11423,"HOLLIS            ",11423,Store,NY,191 01 JAMAICA AVE,"               ",HOLLIS,"JAMAICA AVE               ","AMERICAN 99            ",Queens,"AMERICAN 99 OF JAMAICA INC       ",2000,"             ",191-01,637277,,,191 01 JAMAICA AVE 191 01 JAMAICA AVE,"191-01 JAMAICA AVENUE, Queens, New York, NY, USA",40.712754,-73.768804,Unchecked,4222136,4104470005
244,6010,Feature,,NY,"JAC   ",11355,"FLUSHING          ",11355,Store,NY,142 06 41ST AVE,"               ",FLUSHING,"41ST AVE                  ","GOOWHA MARKET          ",Queens,"GOOWHA MARKET CORP               ",3600,"             ",142-06,638809,,,142 06 41ST AVE 142 06 41ST AVE,?,?,?,Failed,?,?
245,6021,Feature,,NY,"JABC  ",11104,"SUNNYSIDE         ",11104,Store,NY,46 10 QUEENS BLVD,"               ",SUNNYSIDE,"QUEENS BLVD                ","KEY FOOD 1448          ",Queens,"DYNASTY MEAT CORP                ",12000,"             ",46-10,636328,,,46 10 QUEENS BLVD 46 10 QUEENS BLVD,"46-10 QUEENS BOULEVARD, Queens, New York, NY, USA",40.74265,-73.91838,Unchecked,4001549,4001520005
246,6022,Feature,,NY,"JAC   ",11356,"COLLEGE POINT     ",11356,Store,NY,115 23 14TH RD,"               ",COLLEGE POINT,"14TH RD                   ","BRYANS DELI            ",Queens,"MR. JOE ZOU INC                  ",1100,"             ",115-23,710326,,,115 23 14TH RD 115 23 14TH RD,"115-23 14 ROAD, Queens, New York, NY, USA",40.784831,-73.851366,Unchecked,4449821,4040500028
247,6029,Feature,,NY,"JAC   ",11377,"WOODSIDE          ",11377,Store,NY,60 04 WOODSIDE AVE,"               ",WOODSIDE,"WOODSIDE AVE               ","WOODSIDE CANDY         ",Queens,"WOODSIDE CANDY INC               ",800,"             ",60-04,634879,,,60 04 WOODSIDE AVE 60 04 WOODSIDE AVE,?,?,?,Failed,?,?
248,6030,Feature,,NY,"JAC   ",11369,"EAST ELMHURST     ",11369,Store,NY,97 10 32ND AVE,"               ",EAST ELMHURST,"32ND AVE                   ",COUNTRY BOY DELI&GROCER,Queens,"COUNTRY BOY 1 CORP               ",2000,"             ",97-10,634454,,,97 10 32ND AVE 97 10 32ND AVE,"97-10 32 AVENUE, Queens, New York, NY, USA",40.758767,-73.871186,Unchecked,4035022,4014270005
249,6036,Feature,,NY,"JAC   ",10040,"NEW YORK          ",10040,Store,NY,4415 4417,"               ",NEW YORK,"BROADWAY               ",GOLD GLOVE DELI AND GRO,New York,"GOLD GLOVE DELI AND GROCERY INC  ",1500,"             ",4415-4417,730346,,,4415 4417 4415 4417,?,?,?,Failed,?,?
250,6039,Feature,,NY,"JAC   ",11378,"MASPETH           ",11378,Store,NY,65 27 GRAND AVE,"               ",MASPETH,"GRAND AVE                  ",KUBUS POLISH AMERICAN D,Queens,"KUBUS POLISH AMERICAN DELI INC   ",1500,"             ",65-27,733842,,,65 27 GRAND AVE 65 27 GRAND AVE,"65-27 GRAND AVENUE, Queens, New York, NY, USA",40.723636,-73.900164,Unchecked,4060738,4027160043
251,6042,Feature,,NY,"JAC   ",11435,"JAMAICA           ",11435,Store,NY,97 44 SUTPHIN BLVD,"               ",JAMAICA,"SUTPHIN BLVD               ","BP GAS                 ",Queens,"SC & IT INC                      ",500,"             ",97-44,672058,,,97 44 SUTPHIN BLVD 97 44 SUTPHIN BLVD,"97-44 SUTPHIN BOULEVARD, Queens, New York, NY, USA",40.696197,-73.804896,Unchecked,4214604,4100310025
252,6044,Feature,,NY,"JAC   ",11691,"FAR ROCKAWAY      ",11691,Store,NY,21 07 CORNAGA AVE,"               ",FAR ROCKAWAY,"CORNAGA AVE                ","CORNAGA DELI&GROCERY   ",Queens,"CORNAGA DELI&GROCERY CORP        ",1500,"             ",21-07,638673,,,21 07 CORNAGA AVE 21 07 CORNAGA AVE,?,?,?,Failed,?,?
253,6048,Feature,,NY,"JABC  ",11104,"SUNNYSIDE         ",11104,Store,NY,34 51 48TH ST,"               ",SUNNYSIDE,"48TH ST                    ","STOP&SHOP 510          ",Queens,"STOP&SHOP SUPERMARKET CO LLC THE ",0,"             ",34-51,632260,,,34 51 48TH ST 34 51 48TH ST,"34-51 48 STREET, Queens, New York, NY, USA",40.752497,-73.91431,Unchecked,4000822,4001200012
254,6052,Feature,,NY,"A     ",11372,"JACKSON HEIGHTS   ",11372,Store,NY,89 01 ROOSEVELT AVE,"               ",JACKSON HEIGHTS,"ROOSEVELT AVE              ","S & M GROCERY          ",Queens,"S & M GROCERY CORP               ",0,"             ",89-01,731780,,,89 01 ROOSEVELT AVE 89 01 ROOSEVELT AVE,"136-89 ROOSEVELT AVENUE, Queens, New York, NY, USA",40.760585,-73.827041,Unchecked,4430339,4049800049
255,6057,Feature,,NY,"JAC   ",11373,"ELMHURST          ",11373,Store,NY,90 38 CORONA AVE,"               ",ELMHURST,"CORONA AVE             ","ANGELO MINI MARKET     ",Queens,"ANGELO MINI MARKET INC           ",1500,"             ",90-38,637363,,,90 38 CORONA AVE 90 38 CORONA AVE,"90-38 CORONA AVENUE, Queens, New York, NY, USA",40.741927,-73.874046,Unchecked,4045584,4018470006
256,6059,Feature,,NY,"A     ",11373,"ELMHURST          ",11373,Store,NY,97 18 57TH AVENUE,"               ",ELMHURST,"57TH AVENUE                ","KAJOL CONVENIENCE      ",Queens,"KAJOL CONVENIENCE INC            ",0,"             ",97-18,737537,,,97 18 57TH AVENUE 97 18 57TH AVENUE,"97-18 57 AVENUE, Queens, New York, NY, USA",40.736922,-73.863413,Unchecked,4047317,4019180060
257,6061,Feature,,NY,"JAC   ",11106,"ASTORIA           ",11106,Store,NY,34 60 12TH ST,"               ",ASTORIA,"12TH ST                    ","RAVEN STOP 1 FOOD CTR  ",Queens,"RAVEN STOP 1 FOOD CENTER CORP    ",800,"             ",34-60,670272,,,34 60 12TH ST 34 60 12TH ST,"34-60 12 STREET, Queens, New York, NY, USA",40.762841,-73.938199,Unchecked,4003904,4003260059
258,6064,Feature,,NY,"JAC   ",11374,"REGO PARK         ",11374,Store,NY,97 18 63RD RD,"               ",REGO PARK,"63RD RD                    ","ELIM TRADING           ",Queens,"ELIM TRADING CORP                ",1600,"             ",97-18,635895,,,97 18 63RD RD 97 18 63RD RD,"97-18 63 ROAD, Queens, New York, NY, USA",40.731031,-73.860171,Unchecked,4050426,4020890006
259,6065,Feature,,NY,"JAC   ",11421,"WOODHAVEN         ",11421,Store,NY,86 65 80TH ST,"               ",WOODHAVEN,"80TH ST                    ","FRUITS & JUICES        ",Queens,"CRISTAL SV ENTERPRISES INC       ",500,"             ",86-65,705780,,,86 65 80TH ST 86 65 80TH ST,"86-65 80 STREET, Queens, New York, NY, USA",40.69195,-73.86194,Unchecked,4462315,4089190001
260,6072,Feature,,NY,"JAC   ",11423,"HOLLIS            ",11423,Store,NY,182 20A JAMAICA AVENUE,"               ",HOLLIS,"JAMAICA AVENUE           ",LITTLE GUYANA BAKE SHOP,Queens,"LITTLE GUYANA BAKE SHOP INC      ",3500,"             ",182-20A,671490,,,182 20A JAMAICA AVENUE 182 20A JAMAICA AVENUE,?,?,?,Failed,?,?
261,6075,Feature,,NY,"JAC   ",11411,"CAMBRIA HEIGHTS   ",11411,Store,NY,231 05 LINDEN BLVD,"               ",CAMBRIA HEIGHTS,"LINDEN BLVD               ","D & J GROCERY DELI     ",Queens,"D & J GROCERY DELI CORP          ",1200,"             ",231-05,724873,,,231 05 LINDEN BLVD 231 05 LINDEN BLVD,?,?,?,Failed,?,?
262,6076,Feature,,NY,"A     ",11372,"JACKSON HEIGHTS   ",11372,Store,NY,89 26D ROOSEVELT AVE,"               ",JACKSON HEIGHTS,"ROOSEVELT AVE             ","KHAN GROCERY           ",Queens,"KHAN GROCERY INC                 ",800,"             ",89-26D,732244,,,89 26D ROOSEVELT AVE 89 26D ROOSEVELT AVE,?,?,?,Failed,?,?
263,6081,Feature,,NY,"JAC   ",11368,"CORONA            ",11368,Store,NY,108 06 39TH AVE,"               ",CORONA,"39TH AVE                  ","CABRERAS DELI GROCERY  ",Queens,"CABRERAS DELI GROCERY INC        ",700,"             ",108-06,719015,,,108 06 39TH AVE 108 06 39TH AVE,?,?,?,Failed,?,?
264,6085,Feature,,NY,"JABC  ",11357,"WHITESTONE        ",11357,Store,NY,12 40 CLINTONVILLE STREET,"               ",WHITESTONE,"CLINTONVILLE STREET    ",GRANDMAS CHEESECAKE SAN,Queens,GRANDMAS CHEESECAKE SANDWICHES LL,1500,"             ",12-40,739374,,,12 40 CLINTONVILLE STREET 12 40 CLINTONVILLE STREET,"12-40 CLINTONVILLE STREET, Queens, New York, NY, USA",40.790108,-73.812146,Unchecked,4596330,4045180031
265,6087,Feature,,NY,"JAC   ",11104,"SUNNYSIDE         ",11104,Store,NY,45 08 44TH ST,"               ",SUNNYSIDE,"44TH ST                    ","TAIYO FOODS            ",Queens,"TAIYO FOODS INC                  ",0,"             ",45-08,710095,,,45 08 44TH ST 45 08 44TH ST,?,?,?,Failed,?,?
266,6089,Feature,,NY,"JAC   ",11375,"FOREST HILLS      ",11375,Store,NY,100 31 METROPOLITAN AVE,"               ",FOREST HILLS,"METROPOLITAN AVE          ","SUNRISE MARKET         ",Queens,"WHITE BRONZE CORP                ",1500,"             ",100-31,730211,,,100 31 METROPOLITAN AVE 100 31 METROPOLITAN AVE,"100-31 METROPOLITAN AVENUE, Queens, New York, NY, USA",40.710833,-73.852108,Unchecked,4077074,4032200019
267,6090,Feature,,NY,"A     ",11421,"WOODHAVEN         ",11421,Store,NY,89 10 JAMAICA AVE,"               ",WOODHAVEN,"JAMAICA AVE                ",RITE AID PHARMACY 04610,Queens,"RITE AID OF NEW YORK INC         ",10000,"             ",89-10,636589,,,89 10 JAMAICA AVE 89 10 JAMAICA AVE,"89-10 JAMAICA AVENUE, Queens, New York, NY, USA",40.692541,-73.855111,Unchecked,4184182,4089310004
268,6091,Feature,,NY,"JAC   ",11368,"CORONA            ",11368,Store,NY,101 02 NORTHERN BLVD,"               ",CORONA,"NORTHERN BLVD             ",NORTHERN DELI & GROCERY,Queens,"NORTHERN DELI & GROCERY CORP     ",2000,"             ",101-02,717685,,,101 02 NORTHERN BLVD 101 02 NORTHERN BLVD,?,?,?,Failed,?,?
269,6096,Feature,,NY,"A     ",11354,"FLUSHING          ",11354,Store,NY,36 59 MAIN ST,"               ",FLUSHING,"MAIN ST                    ","GINSENG KING TRADING   ",Queens,"GINSENG KING TRADING INC         ",1500,"             ",36-59,633999,,,36 59 MAIN ST 36 59 MAIN ST,"36-59 MAIN STREET, Queens, New York, NY, USA",40.761923,-73.830955,Unchecked,4112332,4049770004
270,6099,Feature,,NY,"A     ",11103,"ASTORIA           ",11103,Store,NY,32 63 STEINWAY ST,"               ",ASTORIA,"STEINWAY ST                ","DOLLAR TREE  #5232     ",Queens,"DOLLAR TREE STORES INC           ",10000,"             ",32-63,708905,,,32 63 STEINWAY ST 32 63 STEINWAY ST,"32-63 STEINWAY STREET, Queens, New York, NY, USA",40.757017,-73.92024,Unchecked,4530777,4006760010
271,6104,Feature,,NY,"JAC   ",11375,"FOREST HILLS      ",11375,Store,NY,116 34 QUEENS BLVD,"               ",FOREST HILLS,"QUEENS BLVD               ","KEY FOOD #1428         ",Queens,"RL FOOD CORP                     ",9000,"             ",116-34,637050,,,116 34 QUEENS BLVD 116 34 QUEENS BLVD,"116-34 QUEENS BOULEVARD, Queens, New York, NY, USA",40.715145,-73.83302,Unchecked,4079981,4033460016
272,6105,Feature,,NY,"JAC   ",11375,"FOREST HILLS      ",11375,Store,NY,111 06 QUEENS BLVD,"               ",FOREST HILLS,"QUEENS BLVD               ","TOKYO MARKET           ",Queens,"EW MINI FOOD COURT INC           ",0,"             ",111-06,741634,,,111 06 QUEENS BLVD 111 06 QUEENS BLVD,?,?,?,Failed,?,?
273,6106,Feature,,NY,"A     ",11419,SOUTH RICHMOND HIL,11419,Store,NY,127 04 LIBERTY AVE,"               ",SOUTH RICHMOND HIL,"LIBERTY AVE               ","127 EXPRESS STOP       ",Queens,"127 EXPRESS STOP INC             ",0,"             ",127-04,736451,,,127 04 LIBERTY AVE 127 04 LIBERTY AVE,?,?,?,Failed,?,?
274,6107,Feature,,NY,"JAC   ",11103,"ASTORIA           ",11103,Store,NY,25 32 STEINWAY ST,"               ",ASTORIA,"STEINWAY ST                ","AL HANAA 24/7          ",Queens,"AL HANAA 24/7 INC                ",700,"             ",25-32,716740,,,25 32 STEINWAY ST 25 32 STEINWAY ST,"25-32 STEINWAY STREET, Queens, New York, NY, USA",40.767229,-73.91255,Unchecked,4010279,4006540076
275,6109,Feature,,NY,"JAC   ",11105,"ASTORIA           ",11105,Store,NY,22 29 31ST ST,"               ",ASTORIA,"31ST ST                    ","7 ELEVEN STORE #35050B ",Queens,"RIGHT CONVENIENCE AT 31 INC      ",1200,"             ",22-29,704244,,,22 29 31ST ST 22 29 31ST ST,"22-29 31 STREET, Queens, New York, NY, USA",40.775305,-73.91127,Unchecked,4433122,4008330123
276,6114,Feature,,NY,"JAC   ",11004,"GLEN OAKS         ",11004,Store,NY,253 02 UNION TPKE,"               ",GLEN OAKS,"UNION TPKE            ","7-ELEVEN STORE #35026A ",Queens,"LITTLE NECK FOODS INC            ",2100,"             ",253-02,671841,,,253 02 UNION TPKE 253 02 UNION TPKE,"253-03 UNION TURNPIKE, Queens, New York, NY, USA",40.744477,-73.717363,Unchecked,4173980,4085090075
277,6115,Feature,,NY,"A     ",11432,"JAMAICA           ",11432,Store,NY,89 12 163RD STREET,"               ",JAMAICA,"163RD STREET               ","GRAY GROCERY           ",Queens,"GRAY GROCERY CORP                ",1200,"             ",89-12,722124,,,89 12 163RD STREET 89 12 163RD STREET,"89-12 163 STREET, Queens, New York, NY, USA",40.706598,-73.798215,Unchecked,4208884,4097610054
278,6116,Feature,,NY,"A     ",11104,"SUNNYSIDE         ",11104,Store,NY,45 02 43RD AVENUE,"               ",SUNNYSIDE,"43RD AVENUE            ","WALGREENS #17681       ",Queens,"WALGREEN EASTERN CO INC          ",0,"             ",45-02,733097,,,45 02 43RD AVENUE 45 02 43RD AVENUE,"240-45 GAR 43 AVENUE, Queens, New York, NY, USA",40.768015,-73.745138,Unchecked,4605040,4081060068
279,6117,Feature,,NY,"A     ",11418,"RICHMOND HILL     ",11418,Store,NY,111 04 JAMAICA AVE,"               ",RICHMOND HILL,"JAMAICA AVE               ","QIDU DISCOUNT          ",Queens,"QIDU DISCOUNT INC                ",1400,"             ",111-04,721049,,,111 04 JAMAICA AVE 111 04 JAMAICA AVE,?,?,?,Failed,?,?
280,6118,Feature,,NY,"JAC   ",11363,"LITTLE NECK       ",11363,Store,NY,42 25 235TH STREET,"               ",LITTLE NECK,"235TH STREET               ","DELI GROCERY           ",Queens,"MIKE & FAYE DELI GROCERY INC     ",1200,"             ",42-25,725511,,,42 25 235TH STREET 42 25 235TH STREET,"42-25 235 STREET, Queens, New York, NY, USA",40.768074,-73.7481,Unchecked,4168748,4081000036
