,index,type,geometry,properties.location_state,properties.estab_type,properties.zip_code,properties.city,properties.location_zip,properties.operation_type,properties.state,properties.location_address,properties.address_line_3,properties.location_city,properties.street_name,properties.dba_name,properties.county,properties.entity_name,properties.square_footage,properties.address_line_2,properties.street_number,properties.license_number,geometry.type,geometry.coordinates,address,_location,_latitude,_longitude,_status,_bin,_bbl
157,5709,Feature,,NY,"A     ",11419,"RICHMOND HILL     ",11419,Store,NY,123 07 LIBERTY AVE,"               ",RICHMOND HILL,"LIBERTY AVE               ","RX SPRESS              ",Queens,"DSST PHARMACY CORP               ",2700,"             ",123-07,630943,,,123 07 LIBERTY AVE 123 07 LIBERTY AVE,?,?,?,Failed,?,?
158,5721,Feature,,NY,"JAC   ",11354,"FLUSHING          ",11354,Store,NY,38 09 MAIN ST,"               ",FLUSHING,"MAIN ST                    ","YU HUA TRADING         ",Queens,"YU HUA TRADING INC               ",1000,"             ",38-09,671227,,,38 09 MAIN ST 38 09 MAIN ST,?,?,?,Failed,?,?
159,5722,Feature,,NY,"JAC   ",11378,"MASPETH           ",11378,Store,NY,73 31 57TH AVENUE,"               ",MASPETH,"57TH AVENUE                ","31 TOP KITCHEN         ",Queens,"31 TOP KITCHEN INC               ",0,"             ",73-31,739269,,,73 31 57TH AVENUE 73 31 57TH AVENUE,"73-31 57 AVENUE, Queens, New York, NY, USA",40.7288,-73.888252,Unchecked,4062876,4028030079
160,5724,Feature,,NY,"JAC   ",11432,"JAMAICA           ",11432,Store,NY,163 02 HILLSIDE AVE,"               ",JAMAICA,"HILLSIDE AVE              ","MYMUN DELI AND GROCERY ",Queens,"MYMUN DELI AND GROCERY CORP      ",0,"             ",163-02,732805,,,163 02 HILLSIDE AVE 163 02 HILLSIDE AVE,?,?,?,Failed,?,?
161,5731,Feature,,NY,"JAC   ",11354,"FLUSHING          ",11354,Store,NY,40 10 MAIN STREET,"               ",FLUSHING,"MAIN STREET #L1        ","HONG EN FOOD PRODUCTS  ",Queens,"HONG EN FOOD PRODUCTS INC        ",20,"             ",40-10,721013,,,40 10 MAIN STREET 40 10 MAIN STREET,"40-10 MAIN STREET, Queens, New York, NY, USA",40.759176,-73.830479,Unchecked,4114121,4050360038
162,5735,Feature,,NY,"JAC   ",11101,"LONG ISLAND CITY  ",11101,Store,NY,12 01 JACKSON AVE,"               ",LONG ISLAND CITY,"JACKSON AVE                ",NATURAL FRONTIER MARKET,Queens,"LAMA TRADING III INC             ",4000,"             ",12-01,639702,,,12 01 JACKSON AVE 12 01 JACKSON AVE,"12-01 JACKSON AVENUE, Queens, New York, NY, USA",40.743769,-73.950869,Unchecked,4000512,4000600009
163,5737,Feature,,NY,"JAC   ",11417,"OZONE PARK        ",11417,Store,NY,137 02 CROSSBAY BLVD,"               ",OZONE PARK,"CROSSBAY BLVD             ","CROSSBAY BLVD EXPRESS  ",Queens,"ROCCO & FRANKS CONVENIENCE INC   ",800,"             ",137-02,639356,,,137 02 CROSSBAY BLVD 137 02 CROSSBAY BLVD,?,?,?,Failed,?,?
164,5741,Feature,,NY,"JAC   ",11354,"FLUSHING          ",11354,Store,NY,37 14 MAIN ST,"               ",FLUSHING,"MAIN ST                    ","CANDY SHOP (USA)       ",Queens,"CANDY SHOP (USA) INC             ",400,"             ",37-14,715118,,,37 14 MAIN ST 37 14 MAIN ST,"37-14 MAIN STREET, Queens, New York, NY, USA",40.76085,-73.831481,Unchecked,4112293,4049740039
165,5742,Feature,,NY,"A     ",11366,"FLUSHING          ",11366,Store,NY,164 05 UNION TPKE,"               ",FLUSHING,"UNION TPKE                ","NOR-MEADOW S/S         ",Queens,"NOR-MEADOW S/S INC               ",400,"             ",164-05,638888,,,164 05 UNION TPKE 164 05 UNION TPKE,?,?,?,Failed,?,?
166,5746,Feature,,NY,"JABC  ",11357,"WHITESTONE        ",11357,Store,NY,153 55 CROSS ISLAND PKWY,"               ",WHITESTONE,"CROSS ISLAND PKWY ","KEY FOOD 1504          ",Queens,"DANS SUPREME SUPERMARKETS INC    ",25000,"             ",153-55,636385,,,153 55 CROSS ISLAND PKWY 153 55 CROSS ISLAND PKWY,"153-55 CROSS ISLAND PARKWAY, Queens, New York, NY, USA",40.788582,-73.809614,Unchecked,4439673,4047170016
167,5748,Feature,,NY,"A     ",11435,"JAMAICA           ",11435,Store,NY,87 87 SUTPHIN BLVD,"               ",JAMAICA,"SUTPHIN BLVD               ","Y & S STATIONARY       ",Queens,"UMIYA STATIONARY INC             ",800,"             ",87-87,635758,,,87 87 SUTPHIN BLVD 87 87 SUTPHIN BLVD,"87-87 SUTPHIN BOULEVARD, Queens, New York, NY, USA",40.705115,-73.809133,Unchecked,4207072,4096920045
168,5752,Feature,,NY,"JAC   ",11433,"JAMAICA           ",11433,Store,NY,105 02 MERRICK BLVD,"               ",JAMAICA,"MERRICK BLVD        ","NUTROPIA               ",Queens,"NUTROPIA INC                     ",5500,"             ",105-02,731290,,,105 02 MERRICK BLVD 105 02 MERRICK BLVD,?,?,?,Failed,?,?
169,5755,Feature,,NY,"JAC   ",11377,"WOODSIDE          ",11377,Store,NY,45 60 46TH ST,"               ",WOODSIDE,"46TH ST                    ",GOOD NEIGHBOR SUNNYSIDE,Queens,GOOD NEIGHBOR SUNNYSIDE SUPERMARK,5000,"             ",45-60,730097,,,45 60 46TH ST 45 60 46TH ST,"45-60 46 STREET, Queens, New York, NY, USA",40.741401,-73.91934,Unchecked,4433120,4001650024
170,5757,Feature,,NY,"A     ",11368,"CORONA            ",11368,Store,NY,97 13 37TH AVE,"               ",CORONA,"37TH AVE                   ","CORONA BABIES STORE    ",Queens,"CORONA BABIES STORE INC          ",2500,"             ",97-13,710051,,,97 13 37TH AVE 97 13 37TH AVE,"97-13 37 AVENUE, Queens, New York, NY, USA",40.752129,-73.869496,Unchecked,4431576,4017380032
171,5758,Feature,,NY,"JAC   ",11373,"ELMHURST          ",11373,Store,NY,81 20 BAXTER AVE,"               ",ELMHURST,"BAXTER AVE                 ","NEW BAXTER DELI        ",Queens,"NEW BAXTER DELI INC              ",0,"             ",81-20,709148,,,81 20 BAXTER AVE 81 20 BAXTER AVE,"81-20 BAXTER AVENUE, Queens, New York, NY, USA",40.745581,-73.88366,Unchecked,4037231,4015070009
172,5768,Feature,,NY,"A     ",11372,"JACKSON HEIGHTS   ",11372,Store,NY,78 14 ROOSEVELT AVE,"               ",JACKSON HEIGHTS,"ROOSEVELT AVE              ",AMIGO99 CENTS ROOSEVELT,Queens,"AMIGO 99 CENTS ROOSEVELT INC     ",6000,"             ",78-14,739939,,,78 14 ROOSEVELT AVE 78 14 ROOSEVELT AVE,"78-14 ROOSEVELT AVENUE, Queens, New York, NY, USA",40.74704,-73.887201,Unchecked,4036807,4014897501
173,5772,Feature,,NY,"JAC   ",11356,"COLLEGE POINT     ",11356,Store,NY,14 26 COLLEGE POINT BLVD,"               ",COLLEGE POINT,"COLLEGE POINT BLVD         ","EMPIRE MRKT COLLEGE PT ",Queens,"EMPIRE MARKET COLLEGE POINT LLC  ",1500,"             ",14-26,633546,,,14 26 COLLEGE POINT BLVD 14 26 COLLEGE POINT BLVD,"14-26 COLLEGE POINT BOULEVARD, Queens, New York, NY, USA",40.785171,-73.845966,Unchecked,4098062,4040560018
174,5773,Feature,,NY,"JAC   ",11694,"ROCKAWAY PARK     ",11694,Store,NY,115 05 BEACH CHANNEL DR,"               ",ROCKAWAY PARK,"BEACH CHANNEL DR.     ","115-05 MINIMART        ",Queens,"115-05 MINIMART CORP             ",0,"             ",115-05,740183,,,115 05 BEACH CHANNEL DR 115 05 BEACH CHANNEL DR,?,?,?,Failed,?,?
175,5779,Feature,,NY,"JAC   ",11358,"FLUSHING          ",11358,Store,NY,158 25 NORTHERN BLVD,"               ",FLUSHING,"NORTHERN BLVD             ","OLIVE MARKET           ",Queens,"OLIVE MARKET INC                 ",800,"             ",158-25,731689,,,158 25 NORTHERN BLVD 158 25 NORTHERN BLVD,"158-25 NORTHERN BOULEVARD, Queens, New York, NY, USA",40.7635,-73.80663,Unchecked,4119306,4052740001
176,5780,Feature,,NY,"A     ",11433,"JAMAICA           ",11433,Store,NY,92 11 165TH ST,"               ",JAMAICA,"165TH ST                   ","BARGAINS INTERNATIONAL ",Queens,"BARGAINS INTERNATIONAL INC       ",7000,"             ",92-11,633834,,,92 11 165TH ST 92 11 165TH ST,"92-11 165 STREET, Queens, New York, NY, USA",40.705038,-73.794246,Unchecked,4216241,4101550123
177,5784,Feature,,NY,"JAC   ",11101,"LONG ISLAND CITY  ",11101,Store,NY,36 46 37TH ST,"               ",LONG ISLAND CITY,"37TH ST                    ","ULLIS OIL MILL LLC     ",Queens,"ULLIS OIL MILL LLC               ",0,"             ",36-46,729757,,,36 46 37TH ST 36 46 37TH ST,"36-46 37 STREET, Queens, New York, NY, USA",40.7533,-73.926239,Unchecked,4009552,4006360047
178,5788,Feature,,NY,"JAC   ",11372,"JACKSON HEIGHTS   ",11372,Store,NY,37 68 74TH ST,"               ",JACKSON HEIGHTS,"74TH ST                    ","AL TAWAKULL HALAL MEAT ",Queens,"AL TAWAKULL HALAL MEAT INC       ",0,"             ",37-68,724188,,,37 68 74TH ST 37 68 74TH ST,"37-68 74 STREET, Queens, New York, NY, USA",40.747036,-73.891808,Unchecked,4029810,4012840070
179,5790,Feature,,NY,"A     ",11106,"LONG ISLAND CITY  ",11106,Store,NY,21 25,"               ",LONG ISLAND CITY,"BROADWAY                   ","RITE AID 10568         ",Queens,"GENOVESE DRUG STORES INC         ",0,"             ",21-25,636664,,,21 25 21 25,"21 BAY 25 STREET, Brooklyn, New York, NY, USA",40.603561,-73.997799,Unchecked,3166931,3063760034
180,5795,Feature,,NY,"A     ",11432,"JAMAICA           ",11432,Store,NY,187 05 HILLSIDE AVE,"               ",JAMAICA,"HILLSIDE AVE              ","KINGS HILLSIDE C-STORE ",Queens,"BOLLA OPERATING CORP             ",0,"             ",187-05,733959,,,187 05 HILLSIDE AVE 187 05 HILLSIDE AVE,?,?,?,Failed,?,?
181,5797,Feature,,NY,"JAC   ",11423,"HOLLIS            ",11423,Store,NY,91 32 197TH STREET,"               ",HOLLIS,"197TH STREET               ","A-C MARKET GROCERY     ",Queens,"CAZARES ABEL                     ",800,"             ",91-32,737866,,,91 32 197TH STREET 91 32 197TH STREET,"91-32 197 STREET, Queens, New York, NY, USA",40.713624,-73.762903,Unchecked,4222440,4104640038
182,5798,Feature,,NY,"A     ",11432,"JAMAICA           ",11432,Store,NY,160 09 HILLSIDE AVE,"               ",JAMAICA,"HILLSIDE AVE              ","JOANIE #2              ",Queens,"STACKHOUSE JUANA                 ",1000,"             ",160-09,639854,,,160 09 HILLSIDE AVE 160 09 HILLSIDE AVE,?,?,?,Failed,?,?
183,5806,Feature,,NY,"JAC   ",11377,"WOODSIDE          ",11377,Store,NY,39 05 65TH PLACE,"               ",WOODSIDE,"65TH PLACE                 ","C-TOWN SUPERMARKET     ",Queens,"FROOT CIRCLE INC                 ",5000,"             ",39-05,724463,,,39 05 65TH PLACE 39 05 65TH PLACE,"54-39 GARAGE 65 PLACE, Queens, New York, NY, USA",40.727707,-73.899817,Unchecked,4473676,4023800014
184,5810,Feature,,NY,"JAC   ",11435,"JAMAICA           ",11435,Store,NY,97 01 SUTPHIN BLVD,"               ",JAMAICA,"SUTPHIN BLVD               ",JAMAICA 97 DELI & GROCE,Queens,"JAMAICA 97 DELI & GROCERY INC    ",0,"             ",97-01,735959,,,97 01 SUTPHIN BLVD 97 01 SUTPHIN BLVD,?,?,?,Failed,?,?
185,5813,Feature,,NY,"JAC   ",11357,"WHITESTONE        ",11357,Store,NY,150 54B 14TH AVE,"               ",WHITESTONE,"14TH AVE                 ",CHARLIE AND SON MT MRKT,Queens,"CHARLIE AND SON MEAT MRKT CO INC ",700,"             ",150-54B,639341,,,150 54B 14TH AVE 150 54B 14TH AVE,?,?,?,Failed,?,?
186,5817,Feature,,NY,"JAC   ",11103,"ASTORIA           ",11103,Store,NY,48 02,"               ",ASTORIA,"BROADWAY                   ",BREAD & BUTTER DELI & G,Queens,"BROADWAY DELI & GRILL INC        ",0,"             ",48-02,725274,,,48 02 48 02,"48 BRIGHTON 02 PLACE, Brooklyn, New York, NY, USA",40.57985,-73.96573,Unchecked,3000000,3086620120
187,5820,Feature,,NY,"JAC   ",11103,"GRAND STATION     ",11103,Store,NY,33 18 30TH AVE,"               ",GRAND STATION,"30TH AVE                   ","LA GROCERY             ",Queens,"LA CABANA INC                    ",1200,"             ",33-18,633607,,,33 18 30TH AVE 33 18 30TH AVE,"33-18 30 AVENUE, Queens, New York, NY, USA",40.765679,-73.919303,Unchecked,4009054,4006250148
188,5821,Feature,,NY,"JAC   ",11419,"RICHMOND HILL     ",11419,Store,NY,124 11 13 LIBERTY AVE,"               ",RICHMOND HILL,"LIBERTY AVE            ",LITTLE GUYANA BAKE SHOP,Queens,"LITTLE GUYANA BAKE SHOP INC      ",0,"             ",124-11/13,639172,,,124 11 13 LIBERTY AVE 124 11 13 LIBERTY AVE,?,?,?,Failed,?,?
189,5830,Feature,,NY,"JACDK ",11356,"COLLEGE POINT     ",11356,Store,NY,110 25 14TH AVE,"               ",COLLEGE POINT,"14TH AVE                  ","FRESH GO-GO            ",Queens,"FRESH GO-GO INC                  ",200000,"             ",110-25,738188,,,110 25 14TH AVE 110 25 14TH AVE,"110-25 14 AVENUE, Queens, New York, NY, USA",40.786576,-73.856194,Unchecked,4097655,4040320061
190,5831,Feature,,NY,"A     ",11418,"RICHMOND HILL     ",11418,Store,NY,131 13 JAMAICA AVE,"               ",RICHMOND HILL,"JAMAICA AVE               ",SUNNY GROCERY & DISCOUN,Queens,"SUNNY GROCERY & DISCOUNT INC.    ",0,"             ",131-13,632060,,,131 13 JAMAICA AVE 131 13 JAMAICA AVE,"131-13 JAMAICA AVENUE, Queens, New York, NY, USA",40.702287,-73.820695,Unchecked,4194013,4092830023
191,5843,Feature,,NY,"JAC   ",11434,"JAMAICA           ",11434,Store,NY,158 02 ROCKAWAY BLVD,"               ",JAMAICA,"ROCKAWAY BLVD             ","158 STREET GROCERY     ",Queens,"158 STREET GROCERY INC           ",950,"             ",158-02,741957,,,158 02 ROCKAWAY BLVD 158 02 ROCKAWAY BLVD,?,?,?,Failed,?,?
192,5845,Feature,,NY,"JAC   ",11385,"RIDGEWOOD         ",11385,Store,NY,66 65 FOREST AVE,"               ",RIDGEWOOD,"FOREST AVE                 ","HETMAN FINE FOOD&DELI  ",Queens,"PAROL EDMUND                     ",1200,"             ",66-65,639962,,,66 65 FOREST AVE 66 65 FOREST AVE,"66-65 FOREST AVENUE, Queens, New York, NY, USA",40.705681,-73.902119,Unchecked,4083875,4035010010
193,5855,Feature,,NY,"JAC   ",11377,"WOODSIDE          ",11377,Store,NY,61 27 ROOSEVELT AVE,"               ",WOODSIDE,"ROOSEVELT AVE              ","HF DOLLAR & UP FRUIT & ",Queens,"HF DOLLAR & UP FRUIT & VEGETABLE ",5000,"             ",61-27,714210,,,61 27 ROOSEVELT AVE 61 27 ROOSEVELT AVE,"61-27 ROOSEVELT AVENUE, Queens, New York, NY, USA",40.745954,-73.902427,Unchecked,4028380,4012310050
194,5856,Feature,,NY,"JAC   ",11428,"QUEENS VILLAGE    ",11428,Store,NY,213 01 JAMAICA AVE,"               ",QUEENS VILLAGE,"JAMAICA AVE               ","FOOD CORNER & DELI     ",Queens,"FOOD CORNER & DELI CORP          ",1800,"             ",213-01,730348,,,213 01 JAMAICA AVE 213 01 JAMAICA AVE,?,?,?,Failed,?,?
195,5857,Feature,,NY,"JAC   ",11373,"ELMHURST          ",11373,Store,NY,76 14 WOODSIDE AVE,"               ",ELMHURST,"WOODSIDE AVE               ","FRESH FOOD BAZAR       ",Queens,"FRESH FOOD BAZAR INC             ",2500,"             ",76-14,719414,,,76 14 WOODSIDE AVE 76 14 WOODSIDE AVE,"76-14 WOODSIDE AVENUE, Queens, New York, NY, USA",40.743253,-73.888275,Unchecked,4037787,4015220007
196,5863,Feature,,NY,"JAC   ",11106,"LONG ISLAND CITY  ",11106,Store,NY,34 55 CRESCENT ST,"               ",LONG ISLAND CITY,"CRESCENT ST                ","SUPERIOR CRESCENT DELI ",Queens,"SUPERIOR CRESCENT DELI INC       ",1200,"             ",34-55,638666,,,34 55 CRESCENT ST 34 55 CRESCENT ST,"34-55 CRESCENT STREET, Queens, New York, NY, USA",40.759754,-73.931631,Unchecked,4007262,4005830009
197,5864,Feature,,NY,"JAC   ",11105,"ASTORIA           ",11105,Store,NY,43 26 DITMARS BLVD,"               ",ASTORIA,"DITMARS BLVD               ","BERRY FRESH FARM       ",Queens,"BERRY FRESH FARM INC             ",12000,"             ",43-26,638592,,,43 26 DITMARS BLVD 43 26 DITMARS BLVD,"43-26 DITMARS BOULEVARD, Queens, New York, NY, USA",40.770532,-73.904438,Unchecked,4439585,4007820001
198,5866,Feature,,NY,"JAC   ",11373,"ELMHURST          ",11373,Store,NY,82 24 45TH AVE,"               ",ELMHURST,"45TH AVE                   ","FULLY BAKERY           ",Queens,"NEW FULLY BAKERY INC             ",2500,"             ",82-24,671798,,,82 24 45TH AVE 82 24 45TH AVE,"82-24 45 AVENUE, Queens, New York, NY, USA",40.741516,-73.882064,Unchecked,4038416,4015360210
199,5871,Feature,,NY,"JAC   ",11416,"OZONE PARK        ",11416,Store,NY,77 02 101ST AVE,"               ",OZONE PARK,"101ST AVE                  ",101 AVE CONVENIENCE STO,Queens,"101 AVE CONVENIENCE STORE INC    ",0,"             ",77-02,708851,,,77 02 101ST AVE 77 02 101ST AVE,?,?,?,Failed,?,?
200,5880,Feature,,NY,"JAC   ",11433,"JAMAICA           ",11433,Store,NY,158 24 110TH AVENUE,"               ",JAMAICA,"110TH AVENUE              ","ASHLEY DELI GROCERY    ",Queens,"ASHLEY DELI GROCERY INC          ",900,"             ",158-24,737485,,,158 24 110TH AVENUE 158 24 110TH AVENUE,"158-24 110 AVENUE, Queens, New York, NY, USA",40.691972,-73.791936,Unchecked,4263546,4121620034
201,5881,Feature,,NY,"JAC   ",11373,"ELMHURST          ",11373,Store,NY,84 08,"               ",ELMHURST,"BROADWAY                   ","CARNICERIA COLOMBIA    ",Queens,"CARNICERIA COLOMBIA INC          ",1500,"             ",84-08,632741,,,84 08 84 08,"84 BAY 08 STREET, Brooklyn, New York, NY, USA",40.610384,-74.012109,Unchecked,3166074,3063580062
202,5883,Feature,,NY,"A     ",11372,"JACKSON HEIGHTS   ",11372,Store,NY,89 11 NORTHERN BLVD,"               ",JACKSON HEIGHTS,"NORTHERN BLVD              ","CVS PHARMACY #1113     ",Queens,"CVS ALBANY LLC                   ",10000,"             ",89-11,637472,,,89 11 NORTHERN BLVD 89 11 NORTHERN BLVD,"89-11 NORTHERN BOULEVARD, Queens, New York, NY, USA",40.756567,-73.878443,Unchecked,4034842,4014190031
203,5885,Feature,,NY,"JAC   ",11412,"ST ALBANS         ",11412,Store,NY,199 15 MURDOCK AVE,"               ",ST ALBANS,"MURDOCK AVE               ","POTOMAC DELI&GROCERY   ",Queens,"POTOMAC DELI&GROCERY CORP        ",1000,"             ",199-15,637985,,,199 15 MURDOCK AVE 199 15 MURDOCK AVE,"199-15 MURDOCK AVENUE, Queens, New York, NY, USA",40.700153,-73.755066,Unchecked,4235839,4109940023
204,5886,Feature,,NY,"JABCK ",11375,"FOREST HILLS      ",11375,Store,NY,64 17 108TH ST,"               ",FOREST HILLS,"108TH ST                   ",YOSSIF KOSHER BAKERY II,Queens,"YOSSIF KOSHER BAKERY II INC      ",3000,"             ",64-17,639897,,,64 17 108TH ST 64 17 108TH ST,"64-17 108 STREET, Queens, New York, NY, USA",40.732707,-73.849099,Unchecked,4051638,4021700001
205,5889,Feature,,NY,"JAC   ",11421,"WOODHAVEN         ",11421,Store,NY,85 02 JAMAICA AVE,"               ",WOODHAVEN,"JAMAICA AVE                ",WOODHAVEN GOURMET & DEL,Queens,"WOODHAVEN GOURMET & DELI CORP    ",2000,"             ",85-02,722864,,,85 02 JAMAICA AVE 85 02 JAMAICA AVE,"214-85 JAMAICA AVENUE, Queens, New York, NY, USA",40.717295,-73.741047,Unchecked,4226237,4106060256
206,5890,Feature,,NY,"A     ",11365,"FRESH MEADOWS     ",11365,Store,NY,61 26 188TH ST,"               ",FRESH MEADOWS,"188TH ST                   ","CVS PHARMACY 02095     ",Queens,"CVS ALBANY LLC                   ",4000,"             ",61-26,633656,,,61 26 188TH ST 61 26 188TH ST,"61-26 188 STREET, Queens, New York, NY, USA",40.739815,-73.786608,Unchecked,4439481,4070750001
207,5891,Feature,,NY,"A     ",11104,"SUNNYSIDE         ",11104,Store,NY,39 13 47TH AVE,"               ",SUNNYSIDE,"47TH AVE                   ","TAJ MAHAL GROCERY      ",Queens,"AGGARWAL PROMILA                 ",500,"             ",39-13,630808,,,39 13 47TH AVE 39 13 47TH AVE,"39-13 47 AVENUE, Queens, New York, NY, USA",40.7421,-73.925829,Unchecked,4002618,4001950001
208,5893,Feature,,NY,"JAC   ",11367,"FLUSHING          ",11367,Store,NY,68 24 MAIN ST,"               ",FLUSHING,"MAIN ST                    ","AMALYA                 ",Queens,"AMALYA 1 CORP                    ",1500,"             ",68-24,639190,,,68 24 MAIN ST 68 24 MAIN ST,"68-24 MAIN STREET, Queens, New York, NY, USA",40.732537,-73.825239,Unchecked,4141570,4064860039
209,5897,Feature,,NY,"JAC   ",11372,"JACKSON HEIGHTS   ",11372,Store,NY,74 12 37TH RD,"               ",JACKSON HEIGHTS,"37TH RD                    ",NEW AL-SALIM HALAL MEAT,Queens,"TRENTON HALAL MEAT INC           ",800,"             ",74-12,670455,,,74 12 37TH RD 74 12 37TH RD,"74-12 37 ROAD, Queens, New York, NY, USA",40.747127,-73.890845,Unchecked,4029839,4012850071
210,5900,Feature,,NY,"JAC   ",11434,"JAMAICA           ",11434,Store,NY,119 14 SUTPHIN BLVD,"               ",JAMAICA,"SUTPHIN BLVD.         ","FOOD WORLD/KEY FOOD    ",Queens,"FOOD JUNGLE INC                  ",15000,"             ",119-14,635153,,,119 14 SUTPHIN BLVD 119 14 SUTPHIN BLVD,"119-14 SUTPHIN BOULEVARD, Queens, New York, NY, USA",40.678662,-73.791922,Unchecked,4261143,4120280009
211,5902,Feature,,NY,"JAC   ",11412,"SAINT ALBANS      ",11412,Store,NY,191 02 120TH AVE,"               ",SAINT ALBANS,"120TH AVE                 ","LA MELLIZA MINI MARKET ",Queens,"LA MELLIZA MINI MARKET INC       ",1200,"             ",191-02,725559,,,191 02 120TH AVE 191 02 120TH AVE,?,?,?,Failed,?,?
212,5903,Feature,,NY,"JAC   ",11103,"GRAND STATION     ",11103,Store,NY,36 12 30TH AVE,"               ",GRAND STATION,"30TH AVE                   ","INTERNATIONAL MEAT MKT ",Queens,"INTERNATIONAL MEAT MARKET INC    ",2000,"             ",36-12,631583,,,36 12 30TH AVE 36 12 30TH AVE,"12-36 30 AVENUE, Queens, New York, NY, USA",40.770837,-73.930223,Unchecked,4005658,4005150035
213,5904,Feature,,NY,"JAC   ",11101,"LONG ISLAND CITY  ",11101,Store,NY,43 20 34TH AVE,"               ",LONG ISLAND CITY,"34TH AVE                   ","KIMS DELI GROCERY      ",Queens,"KIM HYUNG WOOK                   ",1800,"             ",43-20,639606,,,43 20 34TH AVE 43 20 34TH AVE,"43-20 34 AVENUE, Queens, New York, NY, USA",40.755039,-73.917954,Unchecked,4012314,4007030032
214,5906,Feature,,NY,"A     ",10027,"NEW YORK          ",10027,Store,NY,2185 ADAM CL POW JR BLVD,"               ",NEW YORK,"ADAM CL POW JR BLVD         ","2185 ADAM 99C          ",New York,"2185 ADAM 99C CORP               ",2500,"             ",2185,721308,,,2185 ADAM CL POW JR BLVD 2185 ADAM CL POW JR BLVD,"1815 POWELL JR BOULEVARD, Manhattan, New York, NY, USA",40.799684,-73.954496,Unchecked,1054938,1018200061
215,5909,Feature,,NY,"JAC   ",11375,"FOREST HILLS      ",11375,Store,NY,110 44 QUEENS BLVD,"               ",FOREST HILLS,"QUEENS BLVD               ","ORCHARD SUPERMARKET    ",Queens,"ORCHARD SUPERMARKET CORP         ",0,"             ",110-44,709508,,,110 44 QUEENS BLVD 110 44 QUEENS BLVD,"44-110 QUEENS BOULEVARD, Queens, New York, NY, USA",40.727069,-73.855152,Unchecked,4074784,4031590061
216,5910,Feature,,NY,"JAC   ",11421,"WOODHAVEN         ",11421,Store,NY,92 18 JAMAICA AVE,"               ",WOODHAVEN,"JAMAICA AVE                ","WOODHAVEN 9218 MARKET  ",Queens,"WOODHAVEN 9218 MARKET INC        ",2000,"             ",92-18,725273,,,92 18 JAMAICA AVE 92 18 JAMAICA AVE,"92-18 JAMAICA AVENUE, Queens, New York, NY, USA",40.693294,-73.852539,Unchecked,4184263,4089330075
217,5911,Feature,,NY,"JAC   ",11418,"RICHMOND HILL     ",11418,Store,NY,125 19 JAMAICA AVE,"               ",RICHMOND HILL,"JAMAICA AVE               ","MANANA GROCERY         ",Queens,"MANANA GROCERY CORP              ",1200,"             ",125-19,705700,,,125 19 JAMAICA AVE 125 19 JAMAICA AVE,"125-19 JAMAICA AVENUE, Queens, New York, NY, USA",40.701326,-73.825008,Unchecked,4193888,4092790084
218,5912,Feature,,NY,"JAC   ",11434,"JAMAICA           ",11434,Store,NY,118 37 GUY BREWER BLVD,"               ",JAMAICA,"GUY BREWER BLVD           ","GUZMAN FOOD CENTER     ",Queens,"GUZMAN FOOD CENTER CORP          ",2000,"             ",118-37,722565,,,118 37 GUY BREWER BLVD 118 37 GUY BREWER BLVD,"118-37 GUY BREWER BOULEVARD, Queens, New York, NY, USA",40.682754,-73.78182,Unchecked,4267629,4123540001
219,5916,Feature,,NY,"JAC   ",11378,"MASPETH           ",11378,Store,NY,55 56 44TH ST,"               ",MASPETH,"44TH ST                    ","SINNARA                ",Queens,"PURVI ENTERPRISE INC             ",0,"             ",55-56,671303,,,55 56 44TH ST 55 56 44TH ST,"55-56 44 STREET, Queens, New York, NY, USA",40.7287,-73.92533,Unchecked,4000000,4025260050
220,5917,Feature,,NY,"A     ",11435,"JAMAICA           ",11435,Store,NY,148 27 LIBERTY AVE,"               ",JAMAICA,"LIBERTY AVE               ","HESS #32521            ",Queens,"HESS MART INC                    ",200,"             ",148-27,638052,,,148 27 LIBERTY AVE 148 27 LIBERTY AVE,"148-27 LIBERTY AVENUE, Queens, New York, NY, USA",40.697798,-73.802906,Unchecked,4214635,4100330020
221,5921,Feature,,NY,"A     ",11375,"FOREST HILLS      ",11375,Store,NY,70 39 AUSTIN ST,"               ",FOREST HILLS,"AUSTIN ST                  ","GENERAL NUTRITION      ",Queens,"GENERAL NUTRITION CORP           ",1500,"             ",70-39,633366,,,70 39 AUSTIN ST 70 39 AUSTIN ST,"70-39 AUSTIN STREET, Queens, New York, NY, USA",40.720655,-73.84547,Unchecked,4077496,4032390032
222,5923,Feature,,NY,"JAC   ",11434,"JAMAICA           ",11434,Store,NY,114 52 MERRICK BLVD,"               ",JAMAICA,"MERRICK BLVD              ",AFRICARIB BAZAAR FOOD M,Queens,"AFRICARIB BAZAAR FOOD MARKET INC ",1200,"             ",114-52,736555,,,114 52 MERRICK BLVD 114 52 MERRICK BLVD,"114-52 MERRICK BOULEVARD, Queens, New York, NY, USA",40.690173,-73.778423,Unchecked,4267213,4123340322
223,5925,Feature,,NY,"A     ",11418,"RICHMOND HILL     ",11418,Store,NY,86 91 104TH ST,"               ",RICHMOND HILL,"104TH ST                   ","104 ST CORP            ",Queens,"104 CANDY CORP                   ",400,"             ",86-91,703443,,,86 91 104TH ST 86 91 104TH ST,"86-91 104 STREET, Queens, New York, NY, USA",40.694959,-73.843175,Unchecked,4194274,4092890001
